ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1980	"ENSG00000137312.10"	"FLOT1"	chr6	-	30708966	30709110	30709390	30709481	30708455	30708575	30709568	30709644	1980	214,210	525,402	195,121	404,295	189	197	0.859065962035	1.0	0.298,0.353	0.335,0.299	0.009
1981	"ENSG00000137312.10"	"FLOT1"	chr6	-	30708966	30709149	30709390	30709481	30708455	30708575	30709923	30709980	1981	5,6	233,394	3,6	160,188	189	197	0.343180989222	1.0	0.022,0.016	0.019,0.032	-0.007
1982	"ENSG00000138674.12"	"SEC31A"	chr4	-	83752089	83752128	83763292	83763634	83750152	83750211	83765538	83765662	1982	782,782	8,6	446,438	4,4	197	137	0.897835470371	1.0	0.986,0.989	0.987,0.987	0.001
1983	"ENSG00000138674.12"	"SEC31A"	chr4	-	83752089	83752128	83763337	83763634	83750152	83750211	83765538	83765662	1983	696,695	8,6	399,385	4,4	197	137	0.888879020616	1.0	0.984,0.988	0.986,0.985	0.0
1984	"ENSG00000138674.12"	"SEC31A"	chr4	-	83799882	83799962	83800010	83800081	83796879	83796975	83801951	83802075	1984	36,127	68,324	83,96	162,187	169	178	0.287989912467	1.0	0.358,0.292	0.35,0.351	-0.026
1985	"ENSG00000138674.12"	"SEC31A"	chr4	-	83782783	83782861	83783686	83783725	83778841	83778917	83784470	83784545	1985	37,39	126,112	34,29	124,85	137	176	0.813218181034	1.0	0.274,0.309	0.26,0.305	0.009
1987	"ENSG00000158864.8"	"NDUFS2"	chr1	+	161182381	161182444	161182879	161182972	161182140	161182270	161183169	161183265	1987	15,9	2,0	15,10	1,1	161	191	0.854950885536	1.0	0.899,1.0	0.947,0.922	0.015
198	"ENSG00000141644.13"	"MBD1"	chr18	-	47800555	47800723	47801346	47801415	47799933	47800233	47801498	47801615	198	74,58	44,34	57,36	32,19	167	197	0.777541345545	1.0	0.665,0.668	0.678,0.691	-0.018
1990	"ENSG00000177479.15"	"ARIH2"	chr3	+	48964894	48965246	48999044	48999112	48960180	48960244	49002351	49002415	1990	63,58	244,238	40,32	240,180	197	166	0.0514055144378	1.0	0.179,0.17	0.123,0.13	0.048
1991	"ENSG00000177479.15"	"ARIH2"	chr3	+	48964894	48965246	48982414	48982614	48960180	48960244	48999044	48999112	1991	167,171	3,13	141,106	9,6	197	197	0.481055501771	1.0	0.982,0.929	0.94,0.946	0.013
1992	"ENSG00000177479.15"	"ARIH2"	chr3	+	48964894	48965246	48982568	48982614	48960180	48960244	48999044	48999112	1992	167,171	4,13	141,106	8,6	197	144	0.700110519909	1.0	0.968,0.906	0.928,0.928	0.009
1993	"ENSG00000177479.15"	"ARIH2"	chr3	+	48964894	48965246	48982568	48982614	48956253	48956431	48999044	48999112	1993	118,120	3,14	102,74	7,6	197	144	0.828800920449	1.0	0.966,0.862	0.914,0.9	0.007
1994	"ENSG00000177479.15"	"ARIH2"	chr3	+	48964894	48965246	48999044	48999112	48962150	48962272	49002351	49002415	1994	37,37	242,240	34,25	239,179	197	166	0.71797706242	1.0	0.114,0.115	0.107,0.105	0.009
1995	"ENSG00000177479.15"	"ARIH2"	chr3	+	48964894	48965246	48982568	48982614	48962150	48962272	48999044	48999112	1995	149,153	3,15	134,99	7,6	197	144	0.897049568986	1.0	0.973,0.882	0.933,0.923	-0.001
1996	"ENSG00000177479.15"	"ARIH2"	chr3	+	48962150	48962272	48964894	48965246	48960180	48960244	48999044	48999112	1996	16,10	167,171	19,14	141,106	197	197	0.0606000657291	1.0	0.087,0.055	0.119,0.117	-0.047
1997	"ENSG00000177479.15"	"ARIH2"	chr3	+	48962150	48962272	48982414	48982614	48960180	48960244	48999044	48999112	1997	16,10	3,13	19,14	9,6	197	197	0.692515329821	1.0	0.842,0.435	0.679,0.7	-0.051
1998	"ENSG00000177479.15"	"ARIH2"	chr3	+	48962150	48962272	48982568	48982614	48960180	48960244	48999044	48999112	1998	16,10	4,13	19,14	8,6	197	144	0.532407516116	1.0	0.745,0.36	0.635,0.63	-0.08
1999	"ENSG00000177479.15"	"ARIH2"	chr3	+	48960180	48960244	48964894	48965246	48956253	48956431	48999044	48999112	1999	44,30	118,120	42,27	102,74	162	197	0.303858024637	1.0	0.312,0.233	0.334,0.307	-0.048
199	"ENSG00000167535.3"	"CACNB3"	chr12	+	49218731	49218751	49218945	49219026	49218451	49218516	49219216	49219275	199	1,0	2,1	1,1	2,1	118	179	0.736570016267	1.0	0.431,0.0	0.431,0.603	-0.301
19	"ENSG00000171163.11"	"ZNF692"	chr1	-	249150526	249150621	249150712	249150761	249149923	249150145	249151432	249151696	19	37,68	1,1	18,24	0,1	147	193	0.509832102836	1.0	0.98,0.989	1.0,0.969	0.0
1	"ENSG00000198612.6"	"COPS8"	chr2	+	237998504	237998637	238002732	238002840	237997247	237997296	238004464	238004527	1	53,57	83,60	46,40	83,63	197	197	0.238051040516	1.0	0.39,0.487	0.357,0.388	0.066
2000	"ENSG00000177479.15"	"ARIH2"	chr3	+	48960180	48960244	48982568	48982614	48956253	48956431	48999044	48999112	2000	44,30	3,14	42,27	7,6	162	144	0.779106907221	1.0	0.929,0.656	0.842,0.8	-0.028
2001	"ENSG00000177479.15"	"ARIH2"	chr3	+	48960180	48960244	48982414	48982614	48956261	48956431	48999044	48999112	2001	12,22	8,5	1,1	0,0	162	197	1	1.0	0.646,0.843	1.0,1.0	-0.256
2002	"ENSG00000177479.15"	"ARIH2"	chr3	+	48960180	48960244	48999044	48999112	48956268	48956431	49002351	49002415	2002	42,31	240,247	42,27	243,181	162	166	0.69462948048	1.0	0.152,0.114	0.15,0.133	-0.009
2003	"ENSG00000177479.15"	"ARIH2"	chr3	+	49004557	49004708	49005966	49006088	49002351	49002415	49008027	49008137	2003	24,53	62,77	5,5	9,8	197	197	0.755379702031	1.0	0.279,0.408	0.357,0.385	-0.027
2005	"ENSG00000103995.9"	"CEP152"	chr15	-	49040639	49040807	49044545	49044666	49037092	49037189	49048099	49048750	2005	83,56	49,36	65,48	54,42	197	197	0.140390212084	1.0	0.629,0.609	0.546,0.533	0.079
2006	"ENSG00000162910.14"	"MRPL55"	chr1	-	228296137	228296175	228296655	228296722	228295935	228296019	228296961	228297000	2006	47,29	16,16	30,27	16,10	165	136	0.86396019245	1.0	0.708,0.599	0.607,0.69	0.005
2007	"ENSG00000125485.13"	"DDX31"	chr9	-	135493716	135493828	135501050	135501132	135487473	135487642	135505650	135505790	2007	5,0	14,35	4,5	11,15	180	197	0.111028618419	1.0	0.281,0.0	0.285,0.267	-0.136
2008	"ENSG00000154222.10"	"CC2D1B"	chr1	-	52822426	52822630	52822672	52822798	52822055	52822114	52823197	52823370	2008	24,13	0,0	27,18	2,1	197	197	0.788819270522	1.0	1.0,1.0	0.931,0.947	0.061
2009	"ENSG00000154222.10"	"CC2D1B"	chr1	-	52822426	52822630	52822672	52822846	52822055	52822114	52823197	52823370	2009	15,6	0,0	12,8	2,1	197	197	1	1.0	1.0,1.0	0.857,0.889	0.127
200	"ENSG00000167535.3"	"CACNB3"	chr12	+	49217463	49217586	49218040	49218156	49217126	49217249	49218451	49218516	200	0,3	1,0	3,1	2,1	197	197	0.889781558839	1.0	0.0,1.0	0.6,0.5	-0.05
2010	"ENSG00000166451.9"	"CENPN"	chr16	+	81050930	81050990	81051362	81051439	81047740	81047786	81053704	81053881	2010	102,65	302,129	75,64	233,212	158	175	0.169632755861	1.0	0.272,0.358	0.263,0.251	0.058
2011	"ENSG00000230880.2"	"RP11-417J8.3"	chr1	+	142624069	142624129	142665418	142665607	142621000	142621059	142690863	142690965	2011	0,0	36,11	1,1	12,18	158	197	0.306917339054	1.0	0.0,0.0	0.094,0.065	-0.08
2012	"ENSG00000230880.2"	"RP11-417J8.3"	chr1	+	142624069	142624129	142665418	142665644	142621000	142621059	142670567	142670607	2012	1,0	58,34	2,2	31,38	158	197	0.205163875009	1.0	0.021,0.0	0.074,0.062	-0.058
2013	"ENSG00000060237.12"	"WNK1"	chr12	+	988738	989197	989886	990165	987377	987527	990857	990955	2013	10,6	61,35	11,6	37,26	197	197	0.223408906141	1.0	0.141,0.146	0.229,0.188	-0.065
2016	"ENSG00000179152.14"	"TCAIM"	chr3	+	44396230	44396303	44399232	44399368	44380297	44380326	44402856	44403010	2016	36,33	17,16	38,25	14,10	171	197	0.51568269496	1.0	0.709,0.704	0.758,0.742	-0.044
2017	"ENSG00000179152.14"	"TCAIM"	chr3	+	44396230	44396303	44399232	44399368	44379610	44379811	44402856	44403010	2017	21,52	18,17	32,21	14,10	171	197	0.773661439974	1.0	0.573,0.779	0.725,0.708	-0.04
201	"ENSG00000131374.10"	"TBC1D5"	chr3	-	17415962	17416032	17416120	17416171	17413566	17413739	17418016	17418105	201	11,20	108,94	9,10	68,70	149	168	0.824794528859	1.0	0.103,0.193	0.13,0.139	0.013
2022	"ENSG00000105808.13"	"RASA4"	chr7	-	102242770	102242852	102246304	102246434	102240703	102240835	102249207	102249269	2022	8,2	1,2	4,3	2,1	197	180	0.877500583224	1.0	0.88,0.477	0.646,0.733	-0.011
2023	"ENSG00000184164.10"	"CRELD2"	chr22	+	50316881	50316965	50318007	50318103	50316259	50316355	50319064	50319205	2023	14,15	26,38	17,10	24,17	182	194	0.299722296907	1.0	0.365,0.296	0.43,0.385	-0.077
2024	"ENSG00000164172.14"	"MOCS2"	chr5	-	52397188	52397339	52397926	52398054	52396240	52396364	52402906	52403051	2024	66,59	61,50	69,66	56,47	197	197	0.475830003342	1.0	0.52,0.541	0.552,0.584	-0.038
2025	"ENSG00000174485.10"	"DENND4A"	chr15	-	66034052	66034122	66044716	66044966	66031043	66031213	66048477	66048810	2025	0,21	0,26	10,11	14,12	197	168	1	1.0	NA,0.408	0.379,0.439	-0.001
2026	"ENSG00000111300.5"	"NAA25"	chr12	-	112487286	112487415	112491361	112491461	112486095	112486247	112498073	112498163	2026	15,22	6,10	11,12	3,3	197	197	0.492105580568	1.0	0.714,0.688	0.786,0.8	-0.092
2028	"ENSG00000102901.8"	"CENPT"	chr16	-	67865478	67865515	67865743	67865793	67865118	67865261	67865914	67866011	2028	21,144	20,158	66,67	53,59	148	135	0.23855789486	1.0	0.489,0.454	0.532,0.509	-0.049
2029	"ENSG00000116539.6"	"ASH1L"	chr1	-	155385534	155385714	155408117	155408859	155365249	155365344	155429587	155429689	2029	5,0	4,6	4,4	6,7	197	197	0.840924887353	1.0	0.556,0.0	0.4,0.364	-0.104
202	"ENSG00000131374.10"	"TBC1D5"	chr3	-	17560393	17560487	17664139	17664257	17549965	17550097	17665340	17665405	202	11,9	3,1	9,8	3,2	197	192	0.610259752763	1.0	0.781,0.898	0.745,0.796	0.069
2030	"ENSG00000114054.9"	"PCCB"	chr3	+	135975396	135975465	135980793	135980907	135974697	135974817	136002678	136002789	2030	138,149	119,181	16,18	12,17	167	197	0.542844240169	1.0	0.578,0.493	0.611,0.555	-0.047
2031	"ENSG00000114054.9"	"PCCB"	chr3	+	135975396	135975465	135979320	135979377	135974697	135974817	135980793	135980907	2031	213,239	176,180	194,161	151,113	167	155	0.68432106378	1.0	0.529,0.552	0.544,0.569	-0.016
2032	"ENSG00000114054.9"	"PCCB"	chr3	+	135975396	135975465	135979320	135979377	135969200	135969400	135980793	135980907	2032	0,1	17,192	0,0	68,80	167	155	1	1.0	0.0,0.005	0.0,0.0	0.003
2033	"ENSG00000114054.9"	"PCCB"	chr3	+	135974697	135974817	135979320	135979377	135969147	135969400	135980793	135980907	2033	80,161	82,150	13,14	9,10	197	155	0.329675536245	1.0	0.434,0.458	0.532,0.524	-0.082
2034	"ENSG00000114054.9"	"PCCB"	chr3	+	135974697	135974817	135975396	135975465	135969147	135969400	135979320	135979377	2034	41,288	54,450	117,109	175,183	197	167	0.739782431978	1.0	0.392,0.352	0.362,0.336	0.023
2035	"ENSG00000114054.9"	"PCCB"	chr3	+	135974697	135974817	135975396	135975465	135969196	135969400	135980793	135980907	2035	80,161	0,1	13,14	0,0	197	167	1	1.0	1.0,0.993	1.0,1.0	-0.004
2036	"ENSG00000114054.9"	"PCCB"	chr3	+	135978017	135978077	135979104	135979197	135975396	135975465	135979320	135979377	2036	0,4	2,0	1,1	1,1	158	191	0.859705722549	1.0	0.0,1.0	0.547,0.547	-0.047
2037	"ENSG00000111906.13"	"HDDC2"	chr6	-	125613986	125614055	125619795	125619962	125598247	125598386	125621683	125621805	2037	630,675	968,915	631,530	873,756	197	167	0.81273237498	1.0	0.356,0.385	0.38,0.373	-0.006
2039	"ENSG00000111906.13"	"HDDC2"	chr6	-	125614113	125614287	125618628	125618715	125613973	125614055	125619859	125619962	2039	1,0	1,1	1,1	1,1	185	197	0.79732990525	1.0	0.516,0.0	0.516,0.516	-0.258
203	"ENSG00000131374.10"	"TBC1D5"	chr3	-	17560393	17560487	17603510	17603634	17549965	17550097	17665340	17665405	203	5,2	3,1	6,4	2,2	197	192	0.833689235131	1.0	0.619,0.661	0.745,0.661	-0.063
2040	"ENSG00000111906.13"	"HDDC2"	chr6	-	125614113	125614114	125619859	125619962	125613986	125614055	125621683	125621805	2040	1015,896	2,2	921,797	1,1	197	99	1	1.0	0.996,0.996	0.998,0.998	-0.002
2042	"ENSG00000105220.10"	"GPI"	chr19	+	34857687	34857756	34859487	34859607	34857249	34857340	34868407	34868491	2042	371,565	595,863	240,243	372,370	167	197	0.888292190724	1.0	0.424,0.436	0.432,0.437	-0.005
2043	"ENSG00000105220.10"	"GPI"	chr19	+	34887426	34887562	34890111	34890240	34887205	34887335	34890460	34890536	2043	0,1	641,1068	0,0	361,459	197	197	1	1.0	0.0,0.001	0.0,0.0	0.001
2044	"ENSG00000105220.10"	"GPI"	chr19	+	34884632	34884676	34884818	34884971	34872370	34872424	34887205	34887335	2044	0,4	71,1294	2,2	247,303	142	197	0.547159659923	1.0	0.0,0.004	0.011,0.009	-0.008
2045	"ENSG00000105220.10"	"GPI"	chr19	+	34887485	34887562	34890111	34890240	34887205	34887335	34890460	34890536	2045	272,1631	251,1349	834,728	753,693	175	197	0.540884727671	1.0	0.55,0.576	0.555,0.542	0.014
2046	"ENSG00000160124.5"	"CCDC58"	chr3	-	122087022	122087169	122090521	122090647	122081814	122081874	122102020	122102078	2046	176,72	86,89	112,108	96,90	197	197	0.746845160145	1.0	0.672,0.447	0.538,0.545	0.018
2047	"ENSG00000160124.5"	"CCDC58"	chr3	-	122087022	122087169	122090521	122090577	122081814	122081874	122102020	122102078	2047	0,0	77,68	1,0	82,84	154	197	0.708620481152	1.0	0.0,0.0	0.015,0.0	-0.007
2048	"ENSG00000160124.5"	"CCDC58"	chr3	-	122081814	122081874	122087022	122087169	122078634	122078766	122090521	122090647	2048	260,147	96,53	204,211	61,63	197	158	0.247404863041	1.0	0.685,0.69	0.728,0.729	-0.041
2049	"ENSG00000160124.5"	"CCDC58"	chr3	-	122081814	122081874	122087022	122087204	122078634	122078766	122090521	122090647	2049	1,0	85,24	1,1	39,44	197	158	0.494495692247	1.0	0.009,0.0	0.02,0.018	-0.014
204	"ENSG00000131374.10"	"TBC1D5"	chr3	-	17425404	17425432	17425473	17425507	17418016	17418105	17444672	17444740	204	3,6	12,25	0,1	1,1	132	126	0.319412613522	1.0	0.193,0.186	0.0,0.488	-0.054
2052	"ENSG00000175216.10"	"CKAP5"	chr11	-	46774859	46775047	46776437	46776617	46772895	46773084	46780472	46780593	2052	17,328	1,2	82,90	1,1	197	197	0.793102273999	1.0	0.944,0.994	0.988,0.989	-0.019
2053	"ENSG00000175216.10"	"CKAP5"	chr11	-	46799688	46799741	46799780	46799863	46798988	46799102	46800009	46800149	2053	26,239	41,397	113,142	174,210	181	151	0.589983749205	1.0	0.346,0.334	0.351,0.361	-0.016
2054	"ENSG00000251595.3"	"ABCA11P"	chr4	-	429558	429668	431234	431300	419603	420762	466363	466490	2054	2,14	1,1	4,5	2,2	164	197	0.346489548277	1.0	0.706,0.944	0.706,0.75	0.097
2056	"ENSG00000133597.5"	"ADCK2"	chr7	+	140386789	140387041	140389396	140389525	140380841	140380937	140390559	140390613	2056	22,8	18,8	14,11	13,9	197	197	0.920738810317	1.0	0.55,0.5	0.519,0.55	-0.009
2057	"ENSG00000133597.5"	"ADCK2"	chr7	+	140380841	140380937	140386789	140387041	140378954	140379083	140389396	140389525	2057	5,22	3,31	18,15	11,7	194	197	0.131541919689	1.0	0.629,0.419	0.624,0.685	-0.131
2058	"ENSG00000126432.9"	"PRDX5"	chr11	+	64087205	64087259	64088132	64088264	64085559	64085858	64088336	64088375	2058	252,152	462,148	193,216	269,328	152	197	0.742187718827	1.0	0.414,0.571	0.482,0.46	0.021
2059	"ENSG00000126432.9"	"PRDX5"	chr11	+	64087205	64087340	64088132	64088264	64085559	64085858	64088336	64088375	2059	742,839	636,590	805,525	601,406	197	197	0.849882149351	1.0	0.538,0.587	0.573,0.564	-0.006
205	"ENSG00000131374.10"	"TBC1D5"	chr3	-	17603510	17603634	17664139	17664257	17549965	17550097	17665340	17665405	205	11,9	5,2	9,8	6,4	197	197	0.466246891665	1.0	0.688,0.818	0.6,0.667	0.119
2060	"ENSG00000156110.9"	"ADK"	chr10	+	75960521	75960596	75984295	75984349	75936443	75936644	76074424	76074503	2060	46,0	56,5	19,25	29,37	173	152	0.722178999817	1.0	0.419,0.0	0.365,0.373	-0.16
2061	"ENSG00000183520.7"	"UTP11L"	chr1	+	38484730	38484824	38484924	38485055	38484135	38484249	38488370	38488481	2061	263,367	130,187	15,14	8,9	192	197	0.545676754255	1.0	0.675,0.668	0.658,0.615	0.035
2063	"ENSG00000073921.13"	"PICALM"	chr11	-	85737333	85737409	85742510	85742653	85734458	85734584	85779692	85779775	2063	56,463	3,15	294,310	12,13	197	174	0.714657100845	1.0	0.943,0.965	0.956,0.955	-0.002
2064	"ENSG00000073921.13"	"PICALM"	chr11	-	85685750	85685855	85687665	85687725	85668730	85670103	85692171	85692271	2064	355,139	315,289	190,160	389,350	158	197	0.0853984700115	1.0	0.584,0.375	0.378,0.363	0.109
2066	"ENSG00000073921.13"	"PICALM"	chr11	-	85694908	85695016	85701292	85701340	85692914	85693046	85707868	85707972	2066	1,0	589,934	0,0	330,387	146	197	1	1.0	0.002,0.0	0.0,0.0	0.001
2067	"ENSG00000073921.13"	"PICALM"	chr11	-	85694908	85695016	85701292	85701421	85692914	85693046	85707868	85707972	2067	12,11	589,934	10,9	488,545	197	197	0.521758870779	1.0	0.02,0.012	0.02,0.016	-0.002
2068	"ENSG00000073921.13"	"PICALM"	chr11	-	85694908	85695016	85701292	85701442	85692914	85693046	85707868	85707972	2068	217,257	589,934	159,180	488,545	197	197	0.771690125852	1.0	0.269,0.216	0.246,0.248	-0.005
2069	"ENSG00000107164.15"	"FUBP3"	chr9	+	133507588	133507665	133510053	133510125	133507328	133507409	133511385	133511513	2069	120,42	131,50	53,60	52,55	175	170	0.404235089471	1.0	0.471,0.449	0.498,0.515	-0.046
206	"ENSG00000162736.11"	"NCSTN"	chr1	+	160314511	160314616	160318788	160318912	160313175	160313271	160319338	160319460	206	0,25	0,32	16,16	16,15	197	197	1	1.0	NA,0.439	0.5,0.516	-0.069
2070	"ENSG00000112033.9"	"PPARD"	chr6	+	35378763	35378994	35387903	35388058	35314843	35314927	35389596	35389735	2070	3,28	4,13	9,10	10,9	197	197	0.384795731482	1.0	0.429,0.683	0.474,0.526	0.056
2071	"ENSG00000049323.11"	"LTBP1"	chr2	+	33505105	33505225	33518226	33518349	33500867	33500990	33525517	33525640	2071	4,9	59,37	6,4	34,31	197	197	0.803077831146	1.0	0.063,0.196	0.15,0.114	-0.003
2073	"ENSG00000254319.1"	"RP11-134O21.1"	chr8	-	2562745	2562817	2579023	2579126	2532237	2532353	2585869	2585959	2073	24,22	58,56	12,19	23,32	197	170	0.262107808449	1.0	0.263,0.253	0.31,0.339	-0.067
2074	"ENSG00000069869.11"	"NEDD4"	chr15	-	56126235	56126343	56129986	56130047	56125205	56125302	56130304	56130378	2074	5,53	4,26	17,17	14,13	159	197	0.286062378348	1.0	0.608,0.716	0.601,0.618	0.052
2075	"ENSG00000134824.9"	"FADS2"	chr11	+	61588852	61588940	61593443	61593609	61583981	61584168	61593754	61593984	2075	2,0	8,11	0,0	2,2	186	197	1	1.0	0.209,0.0	0.0,0.0	0.104
2077	"ENSG00000174780.11"	"SRP72"	chr4	+	57342836	57342868	57349304	57349436	57340445	57340557	57350901	57351030	2077	177,102	497,272	114,137	402,460	130	197	0.116639229291	1.0	0.351,0.362	0.301,0.311	0.05
2078	"ENSG00000248810.1"	"RP11-362F19.1"	chr4	-	142249260	142249392	142251020	142251126	142245955	142246066	142253312	142253772	2078	1,0	5,2	1,1	2,2	197	197	0.442568488811	1.0	0.167,0.0	0.333,0.333	-0.249
2079	"ENSG00000100038.15"	"TOP3B"	chr22	-	22322990	22323147	22326248	22326323	22321974	22322088	22326983	22327090	2079	235,199	245,209	214,172	232,180	173	197	0.894695954587	1.0	0.522,0.52	0.512,0.521	0.005
207	"ENSG00000126752.7"	"SSX1"	chrX	+	48115485	48115571	48116471	48116528	48114751	48114867	48116656	48116745	207	2,10	6,5	9,10	3,3	184	155	0.169599442378	1.0	0.219,0.628	0.716,0.737	-0.303
2080	"ENSG00000100038.15"	"TOP3B"	chr22	-	22324581	22324778	22325351	22325433	22322990	22323147	22326248	22326323	2080	7,65	34,243	21,23	99,103	180	197	0.509903853379	1.0	0.184,0.226	0.188,0.196	0.013
2081	"ENSG00000100038.15"	"TOP3B"	chr22	-	22324581	22324778	22326248	22326323	22322990	22323147	22326983	22327090	2081	224,97	108,66	145,161	80,87	173	197	0.925663517855	1.0	0.703,0.626	0.674,0.678	-0.012
2082	"ENSG00000169764.10"	"UGP2"	chr2	+	64069672	64069733	64082017	64082070	64068102	64068366	64083439	64083567	2082	9,0	2,0	6,5	1,0	159	151	1	1.0	0.81,NA	0.851,1.0	-0.115
2084	"ENSG00000169764.10"	"UGP2"	chr2	+	64111093	64111227	64111417	64111513	64109599	64109785	64112722	64112818	2084	229,366	0,2	10,10	0,0	197	194	1	1.0	1.0,0.994	1.0,1.0	-0.003
2085	"ENSG00000134014.12"	"ELP3"	chr8	+	27954735	27954835	27957344	27957483	27950628	27950750	27964229	27964300	2085	79,63	73,68	66,56	64,51	197	197	0.793292887958	1.0	0.52,0.481	0.508,0.523	-0.015
2086	"ENSG00000134014.12"	"ELP3"	chr8	+	27954735	27954835	27957344	27957483	27950738	27950877	27964229	27964300	2086	0,2	42,73	1,1	28,29	197	197	0.353381461714	1.0	0.0,0.027	0.034,0.033	-0.02
208	"ENSG00000126752.7"	"SSX1"	chrX	+	48115485	48115571	48116367	48116528	48114751	48114867	48116656	48116745	208	16,4	10,8	19,12	8,6	184	197	0.186833649058	1.0	0.631,0.349	0.718,0.682	-0.21
2092	"ENSG00000165244.6"	"ZNF367"	chr9	-	99154679	99154818	99157104	99157224	99148222	99150741	99160445	99160596	2092	26,4	30,0	14,14	13,15	197	197	0.598332860464	1.0	0.464,1.0	0.519,0.483	0.231
2093	"ENSG00000116459.6"	"ATP5F1"	chr1	+	111992458	111992495	111996832	111996978	111991557	111992203	111998707	111998871	2093	3005,1223	917,473	1490,1620	633,692	135	197	0.0441060974861	1.0	0.827,0.79	0.775,0.774	0.034
2094	"ENSG00000116459.6"	"ATP5F1"	chr1	+	111998707	111998871	111999251	111999377	111992458	111992495	112002078	112002258	2094	11,14	1399,1973	13,13	1186,1196	197	197	0.54212592486	1.0	0.008,0.007	0.011,0.011	-0.003
2095	"ENSG00000116459.6"	"ATP5F1"	chr1	+	111998707	111998871	111999251	111999377	111992105	111992203	112002078	112002258	2095	1,0	1396,1972	0,1	546,653	197	197	1	1.0	0.001,0.0	0.0,0.002	-0.001
2096	"ENSG00000116459.6"	"ATP5F1"	chr1	+	111998848	111998871	111999251	111999377	111992458	111992495	112002078	112002258	2096	9,16	1399,1973	6,6	1186,1196	121	197	0.384383413598	1.0	0.01,0.013	0.008,0.008	0.003
2097	"ENSG00000158483.11"	"FAM86C1"	chr11	+	71502784	71502865	71504425	71504527	71500828	71500891	71507062	71507212	2097	2,1	1,3	2,2	1,1	179	197	0.465130327899	1.0	0.688,0.268	0.688,0.688	-0.21
2098	"ENSG00000158483.11"	"FAM86C1"	chr11	+	71502781	71502865	71504425	71504527	71500828	71500891	71507062	71507212	2098	11,2	1,3	4,4	1,1	182	197	0.700113111709	1.0	0.923,0.419	0.812,0.812	-0.141
2099	"ENSG00000122692.7"	"SMU1"	chr9	-	33068821	33068932	33071737	33071890	33062046	33062175	33073593	33073804	2099	109,111	90,84	80,77	65,61	197	197	0.936015756806	1.0	0.548,0.569	0.552,0.558	0.003
209	"ENSG00000119820.6"	"YIPF4"	chr2	+	32517245	32517417	32523302	32523380	32515551	32515705	32526450	32526564	209	53,68	161,167	58,42	148,114	197	176	0.847580924873	1.0	0.227,0.267	0.259,0.248	-0.007
20	"ENSG00000213347.6"	"MXD3"	chr5	-	176729397	176729497	176729752	176729831	176729128	176729179	176730009	176730078	20	155,26	33,9	57,93	16,26	177	197	0.553499665811	1.0	0.839,0.763	0.799,0.799	0.002
